Number of nodes = 6109
mode number = 1541, l = 39, m = -19
mode number = 1542, l = 39, m = -18
mode number = 1543, l = 39, m = -17
mode number = 1544, l = 39, m = -16
mode number = 1545, l = 39, m = -15
mode number = 1546, l = 39, m = -14
mode number = 1547, l = 39, m = -13
mode number = 1548, l = 39, m = -12
mode number = 1549, l = 39, m = -11
mode number = 1550, l = 39, m = -10
mode number = 1551, l = 39, m = -9
mode number = 1552, l = 39, m = -8
mode number = 1553, l = 39, m = -7
mode number = 1554, l = 39, m = -6
mode number = 1555, l = 39, m = -5
mode number = 1556, l = 39, m = -4
mode number = 1557, l = 39, m = -3
mode number = 1558, l = 39, m = -2
mode number = 1559, l = 39, m = -1
mode number = 1560, l = 39, m = 0
mode number = 1561, l = 39, m = 1
mode number = 1562, l = 39, m = 2
mode number = 1563, l = 39, m = 3
mode number = 1564, l = 39, m = 4
mode number = 1565, l = 39, m = 5
mode number = 1566, l = 39, m = 6
mode number = 1567, l = 39, m = 7
mode number = 1568, l = 39, m = 8
mode number = 1569, l = 39, m = 9
mode number = 1570, l = 39, m = 10
mode number = 1571, l = 39, m = 11
mode number = 1572, l = 39, m = 12
mode number = 1573, l = 39, m = 13
mode number = 1574, l = 39, m = 14
mode number = 1575, l = 39, m = 15
mode number = 1576, l = 39, m = 16
mode number = 1577, l = 39, m = 17
mode number = 1578, l = 39, m = 18
mode number = 1579, l = 39, m = 19
mode number = 1580, l = 39, m = 20
mode number = 1581, l = 39, m = 21
mode number = 1582, l = 39, m = 22
mode number = 1583, l = 39, m = 23
mode number = 1584, l = 39, m = 24
mode number = 1585, l = 39, m = 25
mode number = 1586, l = 39, m = 26
mode number = 1587, l = 39, m = 27
mode number = 1588, l = 39, m = 28
mode number = 1589, l = 39, m = 29
mode number = 1590, l = 39, m = 30
mode number = 1591, l = 39, m = 31
mode number = 1592, l = 39, m = 32
mode number = 1593, l = 39, m = 33
mode number = 1594, l = 39, m = 34
mode number = 1595, l = 39, m = 35
mode number = 1596, l = 39, m = 36
mode number = 1597, l = 39, m = 37
mode number = 1598, l = 39, m = 38
mode number = 1599, l = 39, m = 39
mode number = 1600, l = 40, m = -40
mode number = 1601, l = 40, m = -39
mode number = 1602, l = 40, m = -38
mode number = 1603, l = 40, m = -37
mode number = 1604, l = 40, m = -36
mode number = 1605, l = 40, m = -35
mode number = 1606, l = 40, m = -34
mode number = 1607, l = 40, m = -33
mode number = 1608, l = 40, m = -32
mode number = 1609, l = 40, m = -31
mode number = 1610, l = 40, m = -30
mode number = 1611, l = 40, m = -29
mode number = 1612, l = 40, m = -28
mode number = 1613, l = 40, m = -27
mode number = 1614, l = 40, m = -26
mode number = 1615, l = 40, m = -25
mode number = 1616, l = 40, m = -24
mode number = 1617, l = 40, m = -23
mode number = 1618, l = 40, m = -22
mode number = 1619, l = 40, m = -21
mode number = 1620, l = 40, m = -20
mode number = 1621, l = 40, m = -19
mode number = 1622, l = 40, m = -18
mode number = 1623, l = 40, m = -17
mode number = 1624, l = 40, m = -16
mode number = 1625, l = 40, m = -15
mode number = 1626, l = 40, m = -14
mode number = 1627, l = 40, m = -13
mode number = 1628, l = 40, m = -12
mode number = 1629, l = 40, m = -11
mode number = 1630, l = 40, m = -10
mode number = 1631, l = 40, m = -9
mode number = 1632, l = 40, m = -8
mode number = 1633, l = 40, m = -7
mode number = 1634, l = 40, m = -6
mode number = 1635, l = 40, m = -5
mode number = 1636, l = 40, m = -4
mode number = 1637, l = 40, m = -3
mode number = 1638, l = 40, m = -2
mode number = 1639, l = 40, m = -1
mode number = 1640, l = 40, m = 0
mode number = 1641, l = 40, m = 1
mode number = 1642, l = 40, m = 2
mode number = 1643, l = 40, m = 3
mode number = 1644, l = 40, m = 4
mode number = 1645, l = 40, m = 5
mode number = 1646, l = 40, m = 6
mode number = 1647, l = 40, m = 7
mode number = 1648, l = 40, m = 8
mode number = 1649, l = 40, m = 9
mode number = 1650, l = 40, m = 10
mode number = 1651, l = 40, m = 11
mode number = 1652, l = 40, m = 12
mode number = 1653, l = 40, m = 13
mode number = 1654, l = 40, m = 14
mode number = 1655, l = 40, m = 15
mode number = 1656, l = 40, m = 16
mode number = 1657, l = 40, m = 17
mode number = 1658, l = 40, m = 18
mode number = 1659, l = 40, m = 19
mode number = 1660, l = 40, m = 20
mode number = 1661, l = 40, m = 21
mode number = 1662, l = 40, m = 22
mode number = 1663, l = 40, m = 23
mode number = 1664, l = 40, m = 24
mode number = 1665, l = 40, m = 25
mode number = 1666, l = 40, m = 26
mode number = 1667, l = 40, m = 27
mode number = 1668, l = 40, m = 28
mode number = 1669, l = 40, m = 29
mode number = 1670, l = 40, m = 30
mode number = 1671, l = 40, m = 31
mode number = 1672, l = 40, m = 32
mode number = 1673, l = 40, m = 33
mode number = 1674, l = 40, m = 34
mode number = 1675, l = 40, m = 35
mode number = 1676, l = 40, m = 36
mode number = 1677, l = 40, m = 37
mode number = 1678, l = 40, m = 38
mode number = 1679, l = 40, m = 39
mode number = 1680, l = 40, m = 40
mode number = 1681, l = 41, m = -41
mode number = 1682, l = 41, m = -40
mode number = 1683, l = 41, m = -39
mode number = 1684, l = 41, m = -38
mode number = 1685, l = 41, m = -37
mode number = 1686, l = 41, m = -36
mode number = 1687, l = 41, m = -35
mode number = 1688, l = 41, m = -34
mode number = 1689, l = 41, m = -33
mode number = 1690, l = 41, m = -32
mode number = 1691, l = 41, m = -31
mode number = 1692, l = 41, m = -30
mode number = 1693, l = 41, m = -29
mode number = 1694, l = 41, m = -28
mode number = 1695, l = 41, m = -27
mode number = 1696, l = 41, m = -26
mode number = 1697, l = 41, m = -25
mode number = 1698, l = 41, m = -24
mode number = 1699, l = 41, m = -23
mode number = 1700, l = 41, m = -22
mode number = 1701, l = 41, m = -21
mode number = 1702, l = 41, m = -20
mode number = 1703, l = 41, m = -19
mode number = 1704, l = 41, m = -18
mode number = 1705, l = 41, m = -17
mode number = 1706, l = 41, m = -16
mode number = 1707, l = 41, m = -15
mode number = 1708, l = 41, m = -14
mode number = 1709, l = 41, m = -13
mode number = 1710, l = 41, m = -12
mode number = 1711, l = 41, m = -11
mode number = 1712, l = 41, m = -10
mode number = 1713, l = 41, m = -9
mode number = 1714, l = 41, m = -8
mode number = 1715, l = 41, m = -7
mode number = 1716, l = 41, m = -6
mode number = 1717, l = 41, m = -5
mode number = 1718, l = 41, m = -4
mode number = 1719, l = 41, m = -3
mode number = 1720, l = 41, m = -2
mode number = 1721, l = 41, m = -1
mode number = 1722, l = 41, m = 0
mode number = 1723, l = 41, m = 1
mode number = 1724, l = 41, m = 2
mode number = 1725, l = 41, m = 3
mode number = 1726, l = 41, m = 4
mode number = 1727, l = 41, m = 5
mode number = 1728, l = 41, m = 6
mode number = 1729, l = 41, m = 7
mode number = 1730, l = 41, m = 8
mode number = 1731, l = 41, m = 9
mode number = 1732, l = 41, m = 10
mode number = 1733, l = 41, m = 11
mode number = 1734, l = 41, m = 12
mode number = 1735, l = 41, m = 13
mode number = 1736, l = 41, m = 14
mode number = 1737, l = 41, m = 15
mode number = 1738, l = 41, m = 16
mode number = 1739, l = 41, m = 17
mode number = 1740, l = 41, m = 18
mode number = 1741, l = 41, m = 19
mode number = 1742, l = 41, m = 20
mode number = 1743, l = 41, m = 21
mode number = 1744, l = 41, m = 22
mode number = 1745, l = 41, m = 23
mode number = 1746, l = 41, m = 24
mode number = 1747, l = 41, m = 25
mode number = 1748, l = 41, m = 26
mode number = 1749, l = 41, m = 27
mode number = 1750, l = 41, m = 28
mode number = 1751, l = 41, m = 29
mode number = 1752, l = 41, m = 30
mode number = 1753, l = 41, m = 31
mode number = 1754, l = 41, m = 32
mode number = 1755, l = 41, m = 33
mode number = 1756, l = 41, m = 34
mode number = 1757, l = 41, m = 35
mode number = 1758, l = 41, m = 36
mode number = 1759, l = 41, m = 37
mode number = 1760, l = 41, m = 38
mode number = 1761, l = 41, m = 39
mode number = 1762, l = 41, m = 40
mode number = 1763, l = 41, m = 41
mode number = 1764, l = 42, m = -42
mode number = 1765, l = 42, m = -41
mode number = 1766, l = 42, m = -40
mode number = 1767, l = 42, m = -39
mode number = 1768, l = 42, m = -38
mode number = 1769, l = 42, m = -37
mode number = 1770, l = 42, m = -36
mode number = 1771, l = 42, m = -35
mode number = 1772, l = 42, m = -34
mode number = 1773, l = 42, m = -33
mode number = 1774, l = 42, m = -32
mode number = 1775, l = 42, m = -31
mode number = 1776, l = 42, m = -30
mode number = 1777, l = 42, m = -29
mode number = 1778, l = 42, m = -28
mode number = 1779, l = 42, m = -27
mode number = 1780, l = 42, m = -26
mode number = 1781, l = 42, m = -25
mode number = 1782, l = 42, m = -24
mode number = 1783, l = 42, m = -23
mode number = 1784, l = 42, m = -22
mode number = 1785, l = 42, m = -21
mode number = 1786, l = 42, m = -20
mode number = 1787, l = 42, m = -19
mode number = 1788, l = 42, m = -18
mode number = 1789, l = 42, m = -17
mode number = 1790, l = 42, m = -16
mode number = 1791, l = 42, m = -15
mode number = 1792, l = 42, m = -14
mode number = 1793, l = 42, m = -13
mode number = 1794, l = 42, m = -12
mode number = 1795, l = 42, m = -11
mode number = 1796, l = 42, m = -10
mode number = 1797, l = 42, m = -9
mode number = 1798, l = 42, m = -8
mode number = 1799, l = 42, m = -7
mode number = 1800, l = 42, m = -6
mode number = 1801, l = 42, m = -5
mode number = 1802, l = 42, m = -4
mode number = 1803, l = 42, m = -3
mode number = 1804, l = 42, m = -2
mode number = 1805, l = 42, m = -1
mode number = 1806, l = 42, m = 0
mode number = 1807, l = 42, m = 1
mode number = 1808, l = 42, m = 2
mode number = 1809, l = 42, m = 3
mode number = 1810, l = 42, m = 4
mode number = 1811, l = 42, m = 5
mode number = 1812, l = 42, m = 6
mode number = 1813, l = 42, m = 7
mode number = 1814, l = 42, m = 8
mode number = 1815, l = 42, m = 9
mode number = 1816, l = 42, m = 10
mode number = 1817, l = 42, m = 11
mode number = 1818, l = 42, m = 12
mode number = 1819, l = 42, m = 13
mode number = 1820, l = 42, m = 14
mode number = 1821, l = 42, m = 15
mode number = 1822, l = 42, m = 16
mode number = 1823, l = 42, m = 17
mode number = 1824, l = 42, m = 18
mode number = 1825, l = 42, m = 19
mode number = 1826, l = 42, m = 20
mode number = 1827, l = 42, m = 21
mode number = 1828, l = 42, m = 22
mode number = 1829, l = 42, m = 23
mode number = 1830, l = 42, m = 24
mode number = 1831, l = 42, m = 25
mode number = 1832, l = 42, m = 26
mode number = 1833, l = 42, m = 27
mode number = 1834, l = 42, m = 28
mode number = 1835, l = 42, m = 29
mode number = 1836, l = 42, m = 30
mode number = 1837, l = 42, m = 31
mode number = 1838, l = 42, m = 32
mode number = 1839, l = 42, m = 33
mode number = 1840, l = 42, m = 34
mode number = 1841, l = 42, m = 35
mode number = 1842, l = 42, m = 36
mode number = 1843, l = 42, m = 37
mode number = 1844, l = 42, m = 38
mode number = 1845, l = 42, m = 39
mode number = 1846, l = 42, m = 40
mode number = 1847, l = 42, m = 41
mode number = 1848, l = 42, m = 42
mode number = 1849, l = 43, m = -43
mode number = 1850, l = 43, m = -42
mode number = 1851, l = 43, m = -41
mode number = 1852, l = 43, m = -40
mode number = 1853, l = 43, m = -39
mode number = 1854, l = 43, m = -38
mode number = 1855, l = 43, m = -37
mode number = 1856, l = 43, m = -36
mode number = 1857, l = 43, m = -35
mode number = 1858, l = 43, m = -34
mode number = 1859, l = 43, m = -33
mode number = 1860, l = 43, m = -32
mode number = 1861, l = 43, m = -31
mode number = 1862, l = 43, m = -30
mode number = 1863, l = 43, m = -29
mode number = 1864, l = 43, m = -28
mode number = 1865, l = 43, m = -27
mode number = 1866, l = 43, m = -26
mode number = 1867, l = 43, m = -25
mode number = 1868, l = 43, m = -24
mode number = 1869, l = 43, m = -23
mode number = 1870, l = 43, m = -22
mode number = 1871, l = 43, m = -21
mode number = 1872, l = 43, m = -20
mode number = 1873, l = 43, m = -19
mode number = 1874, l = 43, m = -18
mode number = 1875, l = 43, m = -17
mode number = 1876, l = 43, m = -16
mode number = 1877, l = 43, m = -15
mode number = 1878, l = 43, m = -14
mode number = 1879, l = 43, m = -13
mode number = 1880, l = 43, m = -12
mode number = 1881, l = 43, m = -11
mode number = 1882, l = 43, m = -10
mode number = 1883, l = 43, m = -9
mode number = 1884, l = 43, m = -8
mode number = 1885, l = 43, m = -7
mode number = 1886, l = 43, m = -6
mode number = 1887, l = 43, m = -5
mode number = 1888, l = 43, m = -4
mode number = 1889, l = 43, m = -3
mode number = 1890, l = 43, m = -2
mode number = 1891, l = 43, m = -1
mode number = 1892, l = 43, m = 0
mode number = 1893, l = 43, m = 1
mode number = 1894, l = 43, m = 2
mode number = 1895, l = 43, m = 3
mode number = 1896, l = 43, m = 4
mode number = 1897, l = 43, m = 5
mode number = 1898, l = 43, m = 6
mode number = 1899, l = 43, m = 7
mode number = 1900, l = 43, m = 8
mode number = 1901, l = 43, m = 9
mode number = 1902, l = 43, m = 10
mode number = 1903, l = 43, m = 11
mode number = 1904, l = 43, m = 12
mode number = 1905, l = 43, m = 13
mode number = 1906, l = 43, m = 14
mode number = 1907, l = 43, m = 15
mode number = 1908, l = 43, m = 16
mode number = 1909, l = 43, m = 17
mode number = 1910, l = 43, m = 18
mode number = 1911, l = 43, m = 19
mode number = 1912, l = 43, m = 20
mode number = 1913, l = 43, m = 21
mode number = 1914, l = 43, m = 22
mode number = 1915, l = 43, m = 23
mode number = 1916, l = 43, m = 24
mode number = 1917, l = 43, m = 25
mode number = 1918, l = 43, m = 26
mode number = 1919, l = 43, m = 27
mode number = 1920, l = 43, m = 28
mode number = 1921, l = 43, m = 29
mode number = 1922, l = 43, m = 30
mode number = 1923, l = 43, m = 31
mode number = 1924, l = 43, m = 32
mode number = 1925, l = 43, m = 33
mode number = 1926, l = 43, m = 34
mode number = 1927, l = 43, m = 35
mode number = 1928, l = 43, m = 36
mode number = 1929, l = 43, m = 37
mode number = 1930, l = 43, m = 38
mode number = 1931, l = 43, m = 39
mode number = 1932, l = 43, m = 40
mode number = 1933, l = 43, m = 41
mode number = 1934, l = 43, m = 42
mode number = 1935, l = 43, m = 43
mode number = 1936, l = 44, m = -44
mode number = 1937, l = 44, m = -43
mode number = 1938, l = 44, m = -42
mode number = 1939, l = 44, m = -41
mode number = 1940, l = 44, m = -40
mode number = 1941, l = 44, m = -39
mode number = 1942, l = 44, m = -38
mode number = 1943, l = 44, m = -37
mode number = 1944, l = 44, m = -36
mode number = 1945, l = 44, m = -35
mode number = 1946, l = 44, m = -34
mode number = 1947, l = 44, m = -33
mode number = 1948, l = 44, m = -32
mode number = 1949, l = 44, m = -31
mode number = 1950, l = 44, m = -30
mode number = 1951, l = 44, m = -29
mode number = 1952, l = 44, m = -28
mode number = 1953, l = 44, m = -27
mode number = 1954, l = 44, m = -26
mode number = 1955, l = 44, m = -25
mode number = 1956, l = 44, m = -24
mode number = 1957, l = 44, m = -23
mode number = 1958, l = 44, m = -22
mode number = 1959, l = 44, m = -21
mode number = 1960, l = 44, m = -20
mode number = 1961, l = 44, m = -19
mode number = 1962, l = 44, m = -18
mode number = 1963, l = 44, m = -17
mode number = 1964, l = 44, m = -16
mode number = 1965, l = 44, m = -15
mode number = 1966, l = 44, m = -14
mode number = 1967, l = 44, m = -13
mode number = 1968, l = 44, m = -12
mode number = 1969, l = 44, m = -11
mode number = 1970, l = 44, m = -10
mode number = 1971, l = 44, m = -9
mode number = 1972, l = 44, m = -8
mode number = 1973, l = 44, m = -7
mode number = 1974, l = 44, m = -6
mode number = 1975, l = 44, m = -5
mode number = 1976, l = 44, m = -4
mode number = 1977, l = 44, m = -3
mode number = 1978, l = 44, m = -2
mode number = 1979, l = 44, m = -1
mode number = 1980, l = 44, m = 0
mode number = 1981, l = 44, m = 1
mode number = 1982, l = 44, m = 2
mode number = 1983, l = 44, m = 3
mode number = 1984, l = 44, m = 4
mode number = 1985, l = 44, m = 5
mode number = 1986, l = 44, m = 6
mode number = 1987, l = 44, m = 7
mode number = 1988, l = 44, m = 8
mode number = 1989, l = 44, m = 9
mode number = 1990, l = 44, m = 10
mode number = 1991, l = 44, m = 11
mode number = 1992, l = 44, m = 12
mode number = 1993, l = 44, m = 13
mode number = 1994, l = 44, m = 14
mode number = 1995, l = 44, m = 15
mode number = 1996, l = 44, m = 16
mode number = 1997, l = 44, m = 17
mode number = 1998, l = 44, m = 18
mode number = 1999, l = 44, m = 19
mode number = 2000, l = 44, m = 20
mode number = 2001, l = 44, m = 21
mode number = 2002, l = 44, m = 22
mode number = 2003, l = 44, m = 23
mode number = 2004, l = 44, m = 24
mode number = 2005, l = 44, m = 25
mode number = 2006, l = 44, m = 26
mode number = 2007, l = 44, m = 27
mode number = 2008, l = 44, m = 28
mode number = 2009, l = 44, m = 29
mode number = 2010, l = 44, m = 30
mode number = 2011, l = 44, m = 31
mode number = 2012, l = 44, m = 32
mode number = 2013, l = 44, m = 33
mode number = 2014, l = 44, m = 34
mode number = 2015, l = 44, m = 35
mode number = 2016, l = 44, m = 36
mode number = 2017, l = 44, m = 37
mode number = 2018, l = 44, m = 38
mode number = 2019, l = 44, m = 39
mode number = 2020, l = 44, m = 40
mode number = 2021, l = 44, m = 41
mode number = 2022, l = 44, m = 42
mode number = 2023, l = 44, m = 43
mode number = 2024, l = 44, m = 44
mode number = 2025, l = 45, m = -45
mode number = 2026, l = 45, m = -44
mode number = 2027, l = 45, m = -43
mode number = 2028, l = 45, m = -42
mode number = 2029, l = 45, m = -41
mode number = 2030, l = 45, m = -40
mode number = 2031, l = 45, m = -39
mode number = 2032, l = 45, m = -38
mode number = 2033, l = 45, m = -37
mode number = 2034, l = 45, m = -36
mode number = 2035, l = 45, m = -35
mode number = 2036, l = 45, m = -34
mode number = 2037, l = 45, m = -33
mode number = 2038, l = 45, m = -32
mode number = 2039, l = 45, m = -31
mode number = 2040, l = 45, m = -30
mode number = 2041, l = 45, m = -29
mode number = 2042, l = 45, m = -28
mode number = 2043, l = 45, m = -27
mode number = 2044, l = 45, m = -26
mode number = 2045, l = 45, m = -25
mode number = 2046, l = 45, m = -24
mode number = 2047, l = 45, m = -23
mode number = 2048, l = 45, m = -22
mode number = 2049, l = 45, m = -21
mode number = 2050, l = 45, m = -20
mode number = 2051, l = 45, m = -19
mode number = 2052, l = 45, m = -18
mode number = 2053, l = 45, m = -17
mode number = 2054, l = 45, m = -16
mode number = 2055, l = 45, m = -15
mode number = 2056, l = 45, m = -14
mode number = 2057, l = 45, m = -13
mode number = 2058, l = 45, m = -12
mode number = 2059, l = 45, m = -11
mode number = 2060, l = 45, m = -10
mode number = 2061, l = 45, m = -9
mode number = 2062, l = 45, m = -8
mode number = 2063, l = 45, m = -7
mode number = 2064, l = 45, m = -6
mode number = 2065, l = 45, m = -5
mode number = 2066, l = 45, m = -4
mode number = 2067, l = 45, m = -3
mode number = 2068, l = 45, m = -2
mode number = 2069, l = 45, m = -1
mode number = 2070, l = 45, m = 0
mode number = 2071, l = 45, m = 1
mode number = 2072, l = 45, m = 2
mode number = 2073, l = 45, m = 3
mode number = 2074, l = 45, m = 4
mode number = 2075, l = 45, m = 5
mode number = 2076, l = 45, m = 6
mode number = 2077, l = 45, m = 7
mode number = 2078, l = 45, m = 8
mode number = 2079, l = 45, m = 9
mode number = 2080, l = 45, m = 10
mode number = 2081, l = 45, m = 11
mode number = 2082, l = 45, m = 12
mode number = 2083, l = 45, m = 13
mode number = 2084, l = 45, m = 14
mode number = 2085, l = 45, m = 15
mode number = 2086, l = 45, m = 16
mode number = 2087, l = 45, m = 17
mode number = 2088, l = 45, m = 18
mode number = 2089, l = 45, m = 19
mode number = 2090, l = 45, m = 20
mode number = 2091, l = 45, m = 21
mode number = 2092, l = 45, m = 22
mode number = 2093, l = 45, m = 23
mode number = 2094, l = 45, m = 24
mode number = 2095, l = 45, m = 25
mode number = 2096, l = 45, m = 26
mode number = 2097, l = 45, m = 27
mode number = 2098, l = 45, m = 28
mode number = 2099, l = 45, m = 29
mode number = 2100, l = 45, m = 30
mode number = 2101, l = 45, m = 31
mode number = 2102, l = 45, m = 32
mode number = 2103, l = 45, m = 33
mode number = 2104, l = 45, m = 34
mode number = 2105, l = 45, m = 35
mode number = 2106, l = 45, m = 36
mode number = 2107, l = 45, m = 37
mode number = 2108, l = 45, m = 38
mode number = 2109, l = 45, m = 39
mode number = 2110, l = 45, m = 40
mode number = 2111, l = 45, m = 41
mode number = 2112, l = 45, m = 42
mode number = 2113, l = 45, m = 43
mode number = 2114, l = 45, m = 44
mode number = 2115, l = 45, m = 45
mode number = 2116, l = 46, m = -46
mode number = 2117, l = 46, m = -45
mode number = 2118, l = 46, m = -44
mode number = 2119, l = 46, m = -43
mode number = 2120, l = 46, m = -42
mode number = 2121, l = 46, m = -41
mode number = 2122, l = 46, m = -40
mode number = 2123, l = 46, m = -39
mode number = 2124, l = 46, m = -38
mode number = 2125, l = 46, m = -37
mode number = 2126, l = 46, m = -36
mode number = 2127, l = 46, m = -35
mode number = 2128, l = 46, m = -34
mode number = 2129, l = 46, m = -33
mode number = 2130, l = 46, m = -32
mode number = 2131, l = 46, m = -31
mode number = 2132, l = 46, m = -30
mode number = 2133, l = 46, m = -29
mode number = 2134, l = 46, m = -28
mode number = 2135, l = 46, m = -27
mode number = 2136, l = 46, m = -26
mode number = 2137, l = 46, m = -25
mode number = 2138, l = 46, m = -24
mode number = 2139, l = 46, m = -23
mode number = 2140, l = 46, m = -22
mode number = 2141, l = 46, m = -21
mode number = 2142, l = 46, m = -20
mode number = 2143, l = 46, m = -19
mode number = 2144, l = 46, m = -18
mode number = 2145, l = 46, m = -17
mode number = 2146, l = 46, m = -16
mode number = 2147, l = 46, m = -15
mode number = 2148, l = 46, m = -14
mode number = 2149, l = 46, m = -13
mode number = 2150, l = 46, m = -12
mode number = 2151, l = 46, m = -11
mode number = 2152, l = 46, m = -10
mode number = 2153, l = 46, m = -9
mode number = 2154, l = 46, m = -8
mode number = 2155, l = 46, m = -7
mode number = 2156, l = 46, m = -6
mode number = 2157, l = 46, m = -5
mode number = 2158, l = 46, m = -4
mode number = 2159, l = 46, m = -3
mode number = 2160, l = 46, m = -2
mode number = 2161, l = 46, m = -1
mode number = 2162, l = 46, m = 0
mode number = 2163, l = 46, m = 1
mode number = 2164, l = 46, m = 2
mode number = 2165, l = 46, m = 3
mode number = 2166, l = 46, m = 4
mode number = 2167, l = 46, m = 5
mode number = 2168, l = 46, m = 6
mode number = 2169, l = 46, m = 7
mode number = 2170, l = 46, m = 8
mode number = 2171, l = 46, m = 9
mode number = 2172, l = 46, m = 10
mode number = 2173, l = 46, m = 11
mode number = 2174, l = 46, m = 12
mode number = 2175, l = 46, m = 13
mode number = 2176, l = 46, m = 14
mode number = 2177, l = 46, m = 15
mode number = 2178, l = 46, m = 16
mode number = 2179, l = 46, m = 17
mode number = 2180, l = 46, m = 18
mode number = 2181, l = 46, m = 19
mode number = 2182, l = 46, m = 20
mode number = 2183, l = 46, m = 21
mode number = 2184, l = 46, m = 22
mode number = 2185, l = 46, m = 23
mode number = 2186, l = 46, m = 24
mode number = 2187, l = 46, m = 25
mode number = 2188, l = 46, m = 26
mode number = 2189, l = 46, m = 27
mode number = 2190, l = 46, m = 28
mode number = 2191, l = 46, m = 29
mode number = 2192, l = 46, m = 30
mode number = 2193, l = 46, m = 31
mode number = 2194, l = 46, m = 32
mode number = 2195, l = 46, m = 33
mode number = 2196, l = 46, m = 34
mode number = 2197, l = 46, m = 35
mode number = 2198, l = 46, m = 36
mode number = 2199, l = 46, m = 37
mode number = 2200, l = 46, m = 38
mode number = 2201, l = 46, m = 39
mode number = 2202, l = 46, m = 40
mode number = 2203, l = 46, m = 41
mode number = 2204, l = 46, m = 42
mode number = 2205, l = 46, m = 43
mode number = 2206, l = 46, m = 44
mode number = 2207, l = 46, m = 45
mode number = 2208, l = 46, m = 46
mode number = 2209, l = 47, m = -47
mode number = 2210, l = 47, m = -46
mode number = 2211, l = 47, m = -45
mode number = 2212, l = 47, m = -44
mode number = 2213, l = 47, m = -43
mode number = 2214, l = 47, m = -42
mode number = 2215, l = 47, m = -41
mode number = 2216, l = 47, m = -40
mode number = 2217, l = 47, m = -39
mode number = 2218, l = 47, m = -38
mode number = 2219, l = 47, m = -37
mode number = 2220, l = 47, m = -36
mode number = 2221, l = 47, m = -35
mode number = 2222, l = 47, m = -34
mode number = 2223, l = 47, m = -33
mode number = 2224, l = 47, m = -32
mode number = 2225, l = 47, m = -31
mode number = 2226, l = 47, m = -30
mode number = 2227, l = 47, m = -29
mode number = 2228, l = 47, m = -28
mode number = 2229, l = 47, m = -27
mode number = 2230, l = 47, m = -26
mode number = 2231, l = 47, m = -25
mode number = 2232, l = 47, m = -24
mode number = 2233, l = 47, m = -23
mode number = 2234, l = 47, m = -22
mode number = 2235, l = 47, m = -21
mode number = 2236, l = 47, m = -20
mode number = 2237, l = 47, m = -19
mode number = 2238, l = 47, m = -18
mode number = 2239, l = 47, m = -17
mode number = 2240, l = 47, m = -16
mode number = 2241, l = 47, m = -15
mode number = 2242, l = 47, m = -14
mode number = 2243, l = 47, m = -13
mode number = 2244, l = 47, m = -12
mode number = 2245, l = 47, m = -11
mode number = 2246, l = 47, m = -10
mode number = 2247, l = 47, m = -9
mode number = 2248, l = 47, m = -8
mode number = 2249, l = 47, m = -7
mode number = 2250, l = 47, m = -6
mode number = 2251, l = 47, m = -5
mode number = 2252, l = 47, m = -4
mode number = 2253, l = 47, m = -3
mode number = 2254, l = 47, m = -2
mode number = 2255, l = 47, m = -1
mode number = 2256, l = 47, m = 0
mode number = 2257, l = 47, m = 1
mode number = 2258, l = 47, m = 2
mode number = 2259, l = 47, m = 3
mode number = 2260, l = 47, m = 4
mode number = 2261, l = 47, m = 5
mode number = 2262, l = 47, m = 6
mode number = 2263, l = 47, m = 7
mode number = 2264, l = 47, m = 8
mode number = 2265, l = 47, m = 9
mode number = 2266, l = 47, m = 10
mode number = 2267, l = 47, m = 11
mode number = 2268, l = 47, m = 12
mode number = 2269, l = 47, m = 13
mode number = 2270, l = 47, m = 14
mode number = 2271, l = 47, m = 15
mode number = 2272, l = 47, m = 16
mode number = 2273, l = 47, m = 17
mode number = 2274, l = 47, m = 18
mode number = 2275, l = 47, m = 19
mode number = 2276, l = 47, m = 20
mode number = 2277, l = 47, m = 21
mode number = 2278, l = 47, m = 22
mode number = 2279, l = 47, m = 23
mode number = 2280, l = 47, m = 24
mode number = 2281, l = 47, m = 25
mode number = 2282, l = 47, m = 26
mode number = 2283, l = 47, m = 27
mode number = 2284, l = 47, m = 28
mode number = 2285, l = 47, m = 29
mode number = 2286, l = 47, m = 30
mode number = 2287, l = 47, m = 31
mode number = 2288, l = 47, m = 32
mode number = 2289, l = 47, m = 33
mode number = 2290, l = 47, m = 34
mode number = 2291, l = 47, m = 35
mode number = 2292, l = 47, m = 36
mode number = 2293, l = 47, m = 37
mode number = 2294, l = 47, m = 38
mode number = 2295, l = 47, m = 39
mode number = 2296, l = 47, m = 40
mode number = 2297, l = 47, m = 41
mode number = 2298, l = 47, m = 42
mode number = 2299, l = 47, m = 43
mode number = 2300, l = 47, m = 44
mode number = 2301, l = 47, m = 45
mode number = 2302, l = 47, m = 46
mode number = 2303, l = 47, m = 47
mode number = 2304, l = 48, m = -48
mode number = 2305, l = 48, m = -47
mode number = 2306, l = 48, m = -46
mode number = 2307, l = 48, m = -45
mode number = 2308, l = 48, m = -44
mode number = 2309, l = 48, m = -43
mode number = 2310, l = 48, m = -42
mode number = 2311, l = 48, m = -41
mode number = 2312, l = 48, m = -40
mode number = 2313, l = 48, m = -39
mode number = 2314, l = 48, m = -38
mode number = 2315, l = 48, m = -37
mode number = 2316, l = 48, m = -36
mode number = 2317, l = 48, m = -35
